Voyage ID,Ship ID,Ship Name,Encounter Hex,True Encounter Type,Logged Encounter Type,Damage Taken
110,25,Saucy Goose,Hex Q11,Sharks,Sharks,0%
110,25,Saucy Goose,Hex Q9,Pirates,Pirates,20%
110,25,Saucy Goose,Hex Q8,Sharks,Sharks,10%
110,25,Saucy Goose,Hex Q7,Storm,Storm,20%
111,56,Green Heart,Hex P13,Reef,Reef,4%
111,56,Green Heart,Hex P13,Sharks,Sharks,7%
112,75,Orange Tortoise,Hex O14,Harpies,Harpies,4%
112,75,Orange Tortoise,Hex N13,Reef,Reef,47%
112,75,Orange Tortoise,Hex N13,Storm,Storm,20%
112,75,Orange Tortoise,Hex O14,Reef,Reef,30%
112,75,Orange Tortoise,Hex O14,Storm,Storm,4%
113,67,Gray Pearl,Hex O14,Reef,Reef,4%
114,33,Rusty Goose,Hex H13,Harpies,Harpies,4%
114,33,Rusty Goose,Hex J14,Sharks,Sharks,0%
114,33,Rusty Goose,Hex J15,Harpies,Harpies,0%
115,9,Saucy Duck,Hex F13,Harpies,Harpies,4%
115,9,Saucy Duck,Hex E14,Reef,Reef,114%
115,9,Saucy Duck,Hex E14,Alexandrian Merfolk,Merfolk,0%
116,8,Silver Tortoise,Hex K15,Reef,Reef,25%
116,8,Silver Tortoise,Hex K15,Dragon,Dragon,20%
116,8,Silver Tortoise,Hex L15,Reef,Reef,35%
116,8,Silver Tortoise,Hex L15,Sharks,Sharks,10%
116,8,Silver Tortoise,Hex M15,Sharks,Sharks,0%
116,8,Silver Tortoise,Hex O15,Harpies,Harpies,5%
117,41,Scurvy Tortoise,Hex H10,Harpies,Harpies,4%
117,41,Scurvy Tortoise,Hex H8,Harpies,Harpies,0%
117,41,Scurvy Tortoise,Hex G7,Sharks,Sharks,7%
117,41,Scurvy Tortoise,Hex H6,Kraken,Kraken,14%
117,41,Scurvy Tortoise,Hex H6,Iceberg,None,0%
117,41,Scurvy Tortoise,Hex H5,Iceberg,None,0%
117,41,Scurvy Tortoise,Hex H5,Sharks,Sharks,7%
118,47,Gray Heart,Hex Q8,Pirates,Pirates,17%
118,47,Gray Heart,Hex Q8,Sharks,Sharks,7%
118,47,Gray Heart,Hex Q13,Storm,Storm,0%
119,45,Golden Tortoise,Hex K5,Harpies,Harpies,0%
119,45,Golden Tortoise,Hex K5,Iceberg,None,0%
119,45,Golden Tortoise,Hex L5,Iceberg,None,0%
119,45,Golden Tortoise,Hex M6,Iceberg,None,0%
119,45,Golden Tortoise,Hex M6,Storm,Storm,10%
119,45,Golden Tortoise,Hex M6,Maelstrom,Storm,15%
119,45,Golden Tortoise,Hex N6,Iceberg,None,0%
119,45,Golden Tortoise,Hex O6,Atlantean Merfolk,Sharks,10%
119,45,Golden Tortoise,Hex P6,Iceberg,Iceberg,15%
120,27,Black Heart,Hex J3,Iceberg,None,0%
120,27,Black Heart,Hex N5,Iceberg,None,0%
120,27,Black Heart,Hex O5,Iceberg,None,0%
120,27,Black Heart,Hex O5,Atlantean Merfolk,Sharks,10%
121,79,Scurvy Pearl,Hex P13,Storm,Storm,0%
121,79,Scurvy Pearl,Hex Q14,Pirates,Pirates,50%
122,48,Scurvy Heart,Hex Q14,Storm,Storm,5%
123,49,Orange Hind,Hex J11,Storm,Storm,10%
123,49,Orange Hind,Hex K9,Dread Pirate Calamity,Pirates,65%
123,49,Orange Hind,Hex L9,Reef,Reef,10%
123,49,Orange Hind,Hex N8,Reef,Reef,5%
124,58,White Tortoise,Hex Q5,Iceberg,None,0%
124,58,White Tortoise,Hex Q5,Sharks,Sharks,5%
124,58,White Tortoise,Hex R4,Pirates,Pirates,40%
124,58,White Tortoise,Hex R4,Iceberg,None,0%
124,58,White Tortoise,Hex R4,Storm,Storm,0%
124,58,White Tortoise,Hex Q3,Iceberg,None,0%
124,58,White Tortoise,Hex Q5,Iceberg,None,0%
125,31,Saucy Tortoise,Hex P6,Iceberg,None,0%
125,31,Saucy Tortoise,Hex O6,Iceberg,None,0%
125,31,Saucy Tortoise,Hex M6,Kraken,Kraken,30%
125,31,Saucy Tortoise,Hex M6,Iceberg,None,0%
125,31,Saucy Tortoise,Hex M6,Atlantean Merfolk,Sharks,0%
125,31,Saucy Tortoise,Hex M6,Dragon,Dragon,10%
125,31,Saucy Tortoise,Hex L6,Maelstrom,Storm,30%
125,31,Saucy Tortoise,Hex J9,Warlock,Wyrd Majick Fyre,60%
126,69,Rusty Heart,Hex I4,Iceberg,None,0%
127,72,Saucy Hind,Hex J5,Iceberg,None,0%
127,72,Saucy Hind,Hex L6,Iceberg,None,0%
127,72,Saucy Hind,Hex M6,Iceberg,None,0%
127,72,Saucy Hind,Hex O6,Iceberg,None,0%
128,71,Golden Duck,Hex J4,Pirates,Pirates,47%
128,71,Golden Duck,Hex K5,Iceberg,None,0%
128,71,Golden Duck,Hex M6,Iceberg,None,0%
128,71,Golden Duck,Hex N6,Iceberg,None,0%
128,71,Golden Duck,Hex P6,Iceberg,None,0%
129,65,Orange Duck,Hex J4,Iceberg,None,0%
129,65,Orange Duck,Hex K5,Iceberg,None,0%
129,65,Orange Duck,Hex L6,Harpies,Harpies,5%
129,65,Orange Duck,Hex L6,Kraken,Kraken,10%
129,65,Orange Duck,Hex L6,Iceberg,None,0%
129,65,Orange Duck,Hex M6,Harpies,Harpies,0%
129,65,Orange Duck,Hex M6,Iceberg,None,0%
129,65,Orange Duck,Hex L5,Pirates,Pirates,0%
129,65,Orange Duck,Hex L5,Sharks,Sharks,10%
129,65,Orange Duck,Hex K5,Storm,Storm,30%
129,65,Orange Duck,Hex K4,Storm,Storm,5%
129,65,Orange Duck,Hex J3,Iceberg,None,0%
130,68,Mopey Heart,Hex S15,Kraken,Kraken,45%
131,83,Green Swan,Hex P13,Pirates,Pirates,37%
131,83,Green Swan,Hex P13,Reef,Reef,4%
131,83,Green Swan,Hex P9,Dragon,Dragon,0%
131,83,Green Swan,Hex P8,Pirates,Pirates,14%
131,83,Green Swan,Hex P8,Sharks,Sharks,4%
133,14,Green Diamond,Hex J13,Storm,Storm,0%
133,14,Green Diamond,Hex O15,Pirates,Pirates,0%
134,12,Saucy Diamond,Hex P7,Sharks,Sharks,0%
134,12,Saucy Diamond,Hex Q8,Reef,Reef,145%
135,53,Red Bottom,Hex P9,Reef,Reef,10%
136,30,Gray Goose,Hex P5,Iceberg,None,0%
136,30,Gray Goose,Hex O5,Iceberg,None,0%
136,30,Gray Goose,Hex M5,Pirates,Pirates,30%
136,30,Gray Goose,Hex M5,Atlantean Merfolk,Merfolk,25%
136,30,Gray Goose,Hex N6,Iceberg,None,0%
136,30,Gray Goose,Hex N6,Sharks,Sharks,15%
137,7,Silver Heart,Hex O6,Iceberg,None,0%
137,7,Silver Heart,Hex N5,Kraken,Kraken,7%
137,7,Silver Heart,Hex N5,Iceberg,None,0%
137,7,Silver Heart,Hex N4,Iceberg,None,0%
137,7,Silver Heart,Hex N3,Iceberg,None,0%
137,7,Silver Heart,Hex O4,Iceberg,None,0%
137,7,Silver Heart,Hex P4,Iceberg,None,0%
137,7,Silver Heart,Hex P5,Iceberg,None,0%
138,18,Gray Swan,Hex J3,Pirates,Pirates,7%
138,18,Gray Swan,Hex J3,Iceberg,None,0%
138,18,Gray Swan,Hex K5,Atlantean Merfolk,Sharks,0%
138,18,Gray Swan,Hex L5,Harpies,Harpies,0%
138,18,Gray Swan,Hex L5,Iceberg,None,0%
138,18,Gray Swan,Hex L5,Atlantean Merfolk,Merfolk,34%
138,18,Gray Swan,Hex M6,Atlantean Merfolk,Merfolk,14%
138,18,Gray Swan,Hex M6,Sharks,Sharks,4%
138,18,Gray Swan,Hex N6,Iceberg,None,0%
138,18,Gray Swan,Hex N6,Sharks,Sharks,10%
138,18,Gray Swan,Hex O6,Iceberg,None,0%
138,18,Gray Swan,Hex P6,Iceberg,None,0%
139,66,Saucy Falcon,Hex J3,Iceberg,None,0%
139,66,Saucy Falcon,Hex K4,Iceberg,None,0%
139,66,Saucy Falcon,Hex K5,Iceberg,None,0%
139,66,Saucy Falcon,Hex K5,Atlantean Merfolk,Sharks,5%
139,66,Saucy Falcon,Hex K5,Storm,Storm,10%
139,66,Saucy Falcon,Hex J4,Iceberg,None,0%
140,46,Bloody Diamond,Hex J3,Iceberg,None,0%
140,46,Bloody Diamond,Hex K4,Iceberg,None,0%
140,46,Bloody Diamond,Hex L6,Iceberg,None,0%
140,46,Bloody Diamond,Hex L7,Kraken,Kraken,14%
140,46,Bloody Diamond,Hex O10,Reef,Reef,4%
140,46,Bloody Diamond,Hex O10,Sharks,Sharks,10%
140,46,Bloody Diamond,Hex Q14,Storm,Storm,0%
141,36,White Falcon,Hex P13,Reef,Reef,25%
142,59,Silver Falcon,Hex Q14,Sharks,Sharks,4%
142,59,Silver Falcon,Hex Q12,Storm,Storm,0%
143,94,Orange Swan,Hex F13,Pirates,Pirates,47%
143,94,Orange Swan,Hex C13,Sharks,Sharks,0%
143,94,Orange Swan,Hex C13,Reef,Reef,10%
143,94,Orange Swan,Hex E13,Sharks,Sharks,0%
144,44,Purple Swan,Hex H10,Kraken,Kraken,30%
144,44,Purple Swan,Hex I8,Reef,Reef,5%
144,44,Purple Swan,Hex I8,Sharks,Sharks,5%
144,44,Purple Swan,Hex I6,Pirates,Pirates,50%
144,44,Purple Swan,Hex H5,Iceberg,None,0%
144,44,Purple Swan,Hex H5,Storm,Storm,0%
144,44,Purple Swan,Hex I4,Harpies,Harpies,0%
144,44,Purple Swan,Hex I4,Iceberg,None,0%
145,32,Bloody Falcon,Hex P4,Pirates,Pirates,0%
145,32,Bloody Falcon,Hex O4,Kraken,Kraken,14%
145,32,Bloody Falcon,Hex O4,Iceberg,None,0%
145,32,Bloody Falcon,Hex N4,Pirates,Pirates,54%
145,32,Bloody Falcon,Hex M4,Iceberg,None,0%
145,32,Bloody Falcon,Hex N4,Iceberg,None,0%
145,32,Bloody Falcon,Hex N5,Iceberg,None,0%
145,32,Bloody Falcon,Hex O5,Iceberg,None,0%
145,32,Bloody Falcon,Hex P6,Iceberg,None,0%
146,54,White Pearl,Hex K2,Iceberg,None,0%
146,54,White Pearl,Hex K1,Harpies,Harpies,10%
147,20,Gray Hind,Hex J5,Storm,Storm,0%
147,20,Gray Hind,Hex L6,Kraken,Kraken,80%
147,20,Gray Hind,Hex L6,Iceberg,None,0%
147,20,Gray Hind,Hex M6,Iceberg,None,0%
147,20,Gray Hind,Hex M6,Storm,Storm,25%
148,15,Purple Falcon,Hex J5,Atlantean Merfolk,Merfolk,50%
148,15,Purple Falcon,Hex M6,Iceberg,None,0%
148,15,Purple Falcon,Hex M6,Maelstrom,Storm,30%
148,15,Purple Falcon,Hex N6,Iceberg,None,0%
149,17,White Heart,Hex J5,Atlantean Merfolk,Sharks,7%
149,17,White Heart,Hex J6,Harpies,Harpies,0%
149,17,White Heart,Hex I7,Warlock,Wyrd Majick Fyre,14%
149,17,White Heart,Hex I8,Reef,Reef,24%
149,17,White Heart,Hex I9,Sharks,Sharks,0%
149,17,White Heart,Hex I10,Storm,Storm,7%
149,17,White Heart,Hex H12,Sharks,Sharks,4%
150,57,Rusty Hind,Hex Q10,Storm,Storm,5%
150,57,Rusty Hind,Hex P9,Reef,Reef,10%
150,57,Rusty Hind,Hex Q8,Reef,Reef,5%
150,57,Rusty Hind,Hex P7,Harpies,Harpies,0%
151,78,Gray Duck,Hex H12,Harpies,Harpies,10%
151,78,Gray Duck,Hex H10,Kraken,Kraken,0%
151,78,Gray Duck,Hex G9,Kraken,Kraken,40%
151,78,Gray Duck,Hex H8,Sharks,Sharks,5%
151,78,Gray Duck,Hex H6,Kraken,Kraken,10%
151,78,Gray Duck,Hex H6,Iceberg,None,0%
151,78,Gray Duck,Hex I4,Iceberg,None,0%
151,78,Gray Duck,Hex I4,Storm,Storm,30%
152,10,Purple Heart,Hex H10,Kraken,Kraken,20%
152,10,Purple Heart,Hex I6,Sharks,Sharks,5%
152,10,Purple Heart,Hex I6,Storm,Storm,30%
152,10,Purple Heart,Hex I4,Iceberg,None,0%
153,51,Golden Goose,Hex G10,Kraken,Kraken,10%
153,51,Golden Goose,Hex F8,Kraken,Kraken,10%
153,51,Golden Goose,Hex F10,Harpies,Harpies,0%
155,63,Red Duck,Hex Q2,Reef,Reef,30%
155,63,Red Duck,Hex Q2,Iceberg,None,0%
155,63,Red Duck,Hex P1,Iceberg,None,0%
155,63,Red Duck,Hex Q2,Iceberg,None,0%
155,63,Red Duck,Hex Q4,Pirates,Pirates,0%
155,63,Red Duck,Hex P5,Iceberg,None,0%
156,23,Silver Duck,Hex J5,Pirates,Pirates,10%
156,23,Silver Duck,Hex J6,Iceberg,None,0%
156,23,Silver Duck,Hex I7,Reef,Reef,14%
156,23,Silver Duck,Hex I8,Reef,Reef,7%
157,26,Mopey Duck,Hex I5,Atlantean Merfolk,Sharks,7%
157,26,Mopey Duck,Hex J6,Atlantean Merfolk,Merfolk,84%
157,26,Mopey Duck,Hex K6,Atlantean Merfolk,Merfolk,17%
158,80,Orange Heart,Hex J4,Iceberg,None,0%
158,80,Orange Heart,Hex K4,Iceberg,Iceberg,14%
158,80,Orange Heart,Hex K4,Atlantean Merfolk,Merfolk,14%
158,80,Orange Heart,Hex K4,Sharks,Sharks,0%
158,80,Orange Heart,Hex L4,Iceberg,Iceberg,7%
158,80,Orange Heart,Hex M4,Iceberg,None,0%
158,80,Orange Heart,Hex L4,Iceberg,None,0%
158,80,Orange Heart,Hex K3,Iceberg,None,0%
158,80,Orange Heart,Hex J3,Iceberg,None,0%
159,56,Green Heart,Hex O14,Sharks,Sharks,10%
159,56,Green Heart,Hex N12,Dread Pirate Calamity,Pirates,7%
159,56,Green Heart,Hex O14,Sharks,Sharks,4%
160,43,Saucy Heart,Hex P13,Reef,Reef,30%
160,43,Saucy Heart,Hex P12,Reef,Reef,10%
160,43,Saucy Heart,Hex O10,Harpies,Harpies,0%
160,43,Saucy Heart,Hex O11,Storm,Storm,25%
162,67,Gray Pearl,Hex N15,Storm,Storm,14%
162,67,Gray Pearl,Hex K13,Pirates,Pirates,0%
162,67,Gray Pearl,Hex J13,Kraken,Kraken,40%
162,67,Gray Pearl,Hex J13,Sharks,Sharks,4%
162,67,Gray Pearl,Hex J13,Storm,Storm,4%
163,62,Red Goose,Hex D10,Reef,Reef,4%
163,62,Red Goose,Hex F10,Pirates,Pirates,30%
163,62,Red Goose,Hex F10,Kraken,Kraken,4%
163,62,Red Goose,Hex G12,Storm,Storm,0%
164,45,Golden Tortoise,Hex Q5,Iceberg,None,0%
164,45,Golden Tortoise,Hex S2,Iceberg,None,0%
164,45,Golden Tortoise,Hex R4,Iceberg,Iceberg,10%
165,5,Green Falcon,Hex P9,Reef,Reef,27%
166,40,Red Swan,Hex P6,Sharks,Sharks,10%
166,40,Red Swan,Hex O5,Iceberg,None,0%
166,40,Red Swan,Hex N5,Sharks,Sharks,0%
166,40,Red Swan,Hex N5,Storm,Storm,15%
167,64,Scurvy Swan,Hex J3,Iceberg,None,0%
167,64,Scurvy Swan,Hex J3,Sharks,Sharks,0%
167,64,Scurvy Swan,Hex K4,Storm,Storm,20%
167,64,Scurvy Swan,Hex M6,Iceberg,None,0%
167,64,Scurvy Swan,Hex M6,Sharks,Sharks,0%
167,64,Scurvy Swan,Hex M6,Storm,Storm,10%
167,64,Scurvy Swan,Hex J6,Iceberg,None,0%
167,64,Scurvy Swan,Hex J5,Pirates,Pirates,10%
167,64,Scurvy Swan,Hex J5,Storm,Storm,0%
167,64,Scurvy Swan,Hex J4,Atlantean Merfolk,Merfolk,130%
168,60,Green Hind,Hex Q13,Pirates,Pirates,10%
168,60,Green Hind,Hex P12,Pirates,Pirates,7%
168,60,Green Hind,Hex P12,Harpies,Harpies,0%
168,60,Green Hind,Hex P13,Reef,Reef,40%
169,97,Bloody Swan,Hex R12,Kraken,Kraken,30%
169,97,Bloody Swan,Hex R12,Sharks,Sharks,4%
169,97,Bloody Swan,Hex Q7,Storm,Storm,17%
170,52,Saucy Pearl,Hex J14,Pirates,Pirates,50%
171,58,White Tortoise,Hex P4,Iceberg,None,0%
171,58,White Tortoise,Hex P5,Iceberg,None,0%
172,25,Saucy Goose,Hex P6,Iceberg,None,0%
172,25,Saucy Goose,Hex O6,Iceberg,None,0%
172,25,Saucy Goose,Hex P6,Iceberg,Iceberg,30%
173,90,Mopey Tortoise,Hex P5,Iceberg,None,0%
173,90,Mopey Tortoise,Hex O5,Iceberg,None,0%
173,90,Mopey Tortoise,Hex N5,Iceberg,None,0%
173,90,Mopey Tortoise,Hex K4,Iceberg,None,0%
173,90,Mopey Tortoise,Hex J3,Iceberg,None,0%
173,90,Mopey Tortoise,Hex J3,Storm,Storm,17%
174,27,Black Heart,Hex O4,Harpies,Harpies,5%
174,27,Black Heart,Hex O4,Kraken,Kraken,30%
174,27,Black Heart,Hex O4,Iceberg,None,0%
174,27,Black Heart,Hex L4,Iceberg,None,0%
174,27,Black Heart,Hex K4,Iceberg,None,0%
174,27,Black Heart,Hex J3,Harpies,Harpies,10%
175,3,Black Tortoise,Hex J4,Storm,Storm,24%
175,3,Black Tortoise,Hex I5,Atlantean Merfolk,Sharks,0%
175,3,Black Tortoise,Hex I7,Reef,Reef,30%
175,3,Black Tortoise,Hex I7,Warlock,Wyrd Majick Fyre,34%
176,42,Golden Swan,Hex H0,Iceberg,Iceberg,30%
176,42,Golden Swan,Hex I2,Iceberg,None,0%
178,74,White Goose,Hex J4,Iceberg,Iceberg,14%
178,74,White Goose,Hex J6,Iceberg,None,0%
178,74,White Goose,Hex J6,Storm,Storm,10%
178,74,White Goose,Hex I7,Reef,Reef,7%
178,74,White Goose,Hex H11,Storm,Storm,7%
179,33,Rusty Goose,Hex O15,Pirates,Pirates,0%
179,33,Rusty Goose,Hex N15,Sharks,Sharks,4%
179,33,Rusty Goose,Hex N15,Dragon,Dragon,27%
180,53,Red Bottom,Hex J5,Iceberg,None,0%
181,48,Scurvy Heart,Hex Q14,Storm,Storm,20%
182,84,Silver Swan,Hex H13,Storm,Storm,4%
182,84,Silver Swan,Hex K14,Sharks,Sharks,4%
182,84,Silver Swan,Hex L14,Harpies,Harpies,0%
182,84,Silver Swan,Hex L14,Sharks,Sharks,0%
183,21,Rusty Pearl,Hex I9,Warlock,Wyrd Majick Fyre,60%
183,21,Rusty Pearl,Hex I6,Iceberg,None,0%
183,21,Rusty Pearl,Hex J4,Iceberg,None,0%
184,70,Red Hind,Hex F15,Pirates,Pirates,20%
185,91,Rusty Bottom,Hex Q8,Reef,Reef,34%
185,91,Rusty Bottom,Hex P10,Reef,Reef,14%
185,91,Rusty Bottom,Hex P8,Dragon,Dragon,60%
186,83,Green Swan,Hex O7,Reef,Reef,17%
186,83,Green Swan,Hex N7,Reef,Reef,14%
186,83,Green Swan,Hex N8,Reef,Reef,14%
186,83,Green Swan,Hex O7,Harpies,Harpies,0%
186,83,Green Swan,Hex O7,Storm,Storm,37%
187,71,Golden Duck,Hex Q4,Iceberg,Iceberg,4%
187,71,Golden Duck,Hex P2,Harpies,Harpies,0%
187,71,Golden Duck,Hex P3,Iceberg,None,0%
187,71,Golden Duck,Hex Q4,Iceberg,None,0%
187,71,Golden Duck,Hex Q4,Sharks,Sharks,0%
187,71,Golden Duck,Hex Q4,Storm,Storm,7%
189,28,Black Falcon,Hex I4,Iceberg,None,0%
189,28,Black Falcon,Hex I4,Sharks,Sharks,5%
189,28,Black Falcon,Hex I5,Iceberg,None,0%
189,28,Black Falcon,Hex J6,Iceberg,None,0%
189,28,Black Falcon,Hex J7,Reef,Reef,25%
189,28,Black Falcon,Hex M11,Reef,Reef,10%
189,28,Black Falcon,Hex N13,Storm,Storm,20%
189,28,Black Falcon,Hex O14,Storm,Storm,10%
190,35,Green Goose,Hex J4,Iceberg,None,0%
190,35,Green Goose,Hex J4,Sharks,Sharks,4%
190,35,Green Goose,Hex K4,Harpies,Harpies,0%
190,35,Green Goose,Hex K5,Iceberg,None,0%
190,35,Green Goose,Hex L6,Sharks,Sharks,7%
190,35,Green Goose,Hex M6,Iceberg,None,0%
190,35,Green Goose,Hex M6,Storm,Storm,10%
190,35,Green Goose,Hex N6,Iceberg,None,0%
190,35,Green Goose,Hex O6,Iceberg,None,0%
190,35,Green Goose,Hex O6,Storm,Storm,0%
190,35,Green Goose,Hex P6,Iceberg,None,0%
191,66,Saucy Falcon,Hex H6,Iceberg,None,0%
191,66,Saucy Falcon,Hex I4,Iceberg,Iceberg,25%
192,89,Red Heart,Hex I2,Iceberg,None,0%
192,89,Red Heart,Hex I2,Storm,Storm,60%
192,89,Red Heart,Hex G1,Harpies,Harpies,10%
192,89,Red Heart,Hex H1,Iceberg,Iceberg,15%
193,14,Green Diamond,Hex R11,Pirates,Pirates,17%
193,14,Green Diamond,Hex Q9,Storm,Storm,17%
193,14,Green Diamond,Hex Q8,Reef,Reef,17%
195,95,Saucy Tortoise,Hex I11,Sharks,Sharks,0%
195,95,Saucy Tortoise,Hex I11,Storm,Storm,0%
195,95,Saucy Tortoise,Hex J10,Sharks,Sharks,4%
196,17,White Heart,Hex H13,Dragon,Dragon,0%
196,17,White Heart,Hex J13,Pirates,Pirates,30%
196,17,White Heart,Hex K12,Pirates,Pirates,24%
196,17,White Heart,Hex L9,Reef,Reef,27%
196,17,White Heart,Hex M7,Harpies,Harpies,0%
196,17,White Heart,Hex O6,Iceberg,None,0%
196,17,White Heart,Hex O6,Sharks,Sharks,0%
196,17,White Heart,Hex P6,Pirates,Pirates,0%
196,17,White Heart,Hex P6,Storm,Storm,0%
197,72,Saucy Hind,Hex Q5,Iceberg,None,0%
197,72,Saucy Hind,Hex P3,Iceberg,None,0%
197,72,Saucy Hind,Hex Q4,Iceberg,None,0%
198,86,White Swan,Hex Q8,Reef,Reef,50%
198,86,White Swan,Hex P9,Storm,Storm,5%
199,76,Purple Diamond,Hex Q5,Iceberg,None,0%
199,76,Purple Diamond,Hex Q5,Sharks,Sharks,4%
199,76,Purple Diamond,Hex S6,Iceberg,None,0%
199,76,Purple Diamond,Hex S7,Sharks,Sharks,0%
199,76,Purple Diamond,Hex S6,Reef,Reef,4%
199,76,Purple Diamond,Hex S6,Iceberg,None,0%
199,76,Purple Diamond,Hex R5,Reef,Reef,10%
200,38,Rusty Swan,Hex I4,Iceberg,None,0%
200,38,Rusty Swan,Hex H4,Iceberg,None,0%
200,38,Rusty Swan,Hex G5,Pirates,Pirates,0%
200,38,Rusty Swan,Hex G5,Iceberg,Iceberg,10%
200,38,Rusty Swan,Hex G5,Atlantean Merfolk,Sharks,0%
200,38,Rusty Swan,Hex F5,Iceberg,None,0%
200,38,Rusty Swan,Hex F5,Atlantean Merfolk,Merfolk,0%
200,38,Rusty Swan,Hex F6,Atlantean Merfolk,Merfolk,20%
200,38,Rusty Swan,Hex F5,Atlantean Merfolk,Merfolk,4%
200,38,Rusty Swan,Hex G5,Iceberg,None,0%
200,38,Rusty Swan,Hex G5,Atlantean Merfolk,Merfolk,34%
200,38,Rusty Swan,Hex G5,Storm,Storm,20%
201,92,Black Hind,Hex K2,Iceberg,Iceberg,15%
201,92,Black Hind,Hex K1,Pirates,Pirates,0%
201,92,Black Hind,Hex K1,Iceberg,None,0%
201,92,Black Hind,Hex L1,Iceberg,None,0%
201,92,Black Hind,Hex J2,Iceberg,None,0%
202,24,Mopey Hind,Hex Q14,Harpies,Harpies,0%
202,24,Mopey Hind,Hex R12,Kraken,Kraken,0%
202,24,Mopey Hind,Hex Q11,Kraken,Kraken,34%
203,82,Green Tortoise,Hex M12,Storm,Storm,0%
203,82,Green Tortoise,Hex L11,Reef,Reef,30%
203,82,Green Tortoise,Hex L11,St. Bert's Fire,Wyrd Majick Fyre,0%
204,51,Golden Goose,Hex I11,Kraken,Kraken,30%
204,51,Golden Goose,Hex J10,Storm,Storm,15%
204,51,Golden Goose,Hex I11,Kraken,Kraken,5%
204,51,Golden Goose,Hex H12,Storm,Storm,20%
205,93,Mopey Swan,Hex F12,Pirates,Pirates,95%
205,93,Mopey Swan,Hex G12,Storm,Storm,35%
207,77,Bloody Goose,Hex O3,Kraken,Kraken,20%
209,41,Scurvy Tortoise,Hex J4,Pirates,Pirates,0%
209,41,Scurvy Tortoise,Hex J6,Pirates,Pirates,0%
209,41,Scurvy Tortoise,Hex I8,Pirates,Pirates,20%
209,41,Scurvy Tortoise,Hex I9,Reef,Reef,7%
209,41,Scurvy Tortoise,Hex I9,Dragon,Dragon,10%
209,41,Scurvy Tortoise,Hex H11,Dragon,Dragon,10%
210,65,Orange Duck,Hex J4,Sharks,Sharks,0%
210,65,Orange Duck,Hex N6,Storm,Storm,20%
210,65,Orange Duck,Hex P6,Sharks,Sharks,0%
211,54,White Pearl,Hex G2,Reef,Reef,70%
211,54,White Pearl,Hex H2,Reef,Reef,15%
211,54,White Pearl,Hex I2,Iceberg,None,0%
211,54,White Pearl,Hex I2,Sharks,Sharks,0%
212,8,Silver Tortoise,Hex P12,Reef,Reef,10%
212,8,Silver Tortoise,Hex Q10,Pirates,Pirates,20%
213,43,Saucy Heart,Hex O15,Sharks,Sharks,0%
213,43,Saucy Heart,Hex N14,Pirates,Pirates,20%
213,43,Saucy Heart,Hex K14,Storm,Storm,25%
213,43,Saucy Heart,Hex I13,Sharks,Sharks,5%
214,98,Bloody Tortoise,Hex M8,Dread Pirate Calamity,Pirates,20%
214,98,Bloody Tortoise,Hex N8,Reef,Reef,25%
214,98,Bloody Tortoise,Hex N8,Storm,Storm,15%
215,13,Golden Heart,Hex G8,Atlantean Merfolk,Sharks,4%
215,13,Golden Heart,Hex G8,Storm,Storm,14%
215,13,Golden Heart,Hex G7,Atlantean Merfolk,Merfolk,24%
215,13,Golden Heart,Hex H6,Atlantean Merfolk,Merfolk,84%
215,13,Golden Heart,Hex H6,Storm,Storm,17%
216,1,Purple Pearl,Hex P4,Harpies,Harpies,0%
216,1,Purple Pearl,Hex M4,Sharks,Sharks,10%
216,1,Purple Pearl,Hex L4,Storm,Storm,7%
216,1,Purple Pearl,Hex K4,Storm,Storm,4%
217,21,Rusty Pearl,Hex J2,Iceberg,None,0%
217,21,Rusty Pearl,Hex K1,Iceberg,None,0%
217,21,Rusty Pearl,Hex K2,Iceberg,None,0%
218,60,Green Hind,Hex Q14,Harpies,Harpies,4%
218,60,Green Hind,Hex Q14,Sharks,Sharks,0%
218,60,Green Hind,Hex Q12,Harpies,Harpies,7%
218,60,Green Hind,Hex Q12,Storm,Storm,20%
218,60,Green Hind,Hex Q13,Harpies,Harpies,0%
218,60,Green Hind,Hex Q13,Sharks,Sharks,4%
219,56,Green Heart,Hex Q12,Harpies,Harpies,0%
219,56,Green Heart,Hex Q11,Kraken,Kraken,34%
220,47,Gray Heart,Hex P13,Pirates,Pirates,0%
220,47,Gray Heart,Hex P13,Sharks,Sharks,4%
220,47,Gray Heart,Hex P11,Pirates,Pirates,0%
220,47,Gray Heart,Hex P10,Reef,Reef,7%
220,47,Gray Heart,Hex Q8,Sharks,Sharks,4%
220,47,Gray Heart,Hex Q7,Pirates,Pirates,17%
221,22,Silver Goose,Hex E13,Dragon,Dragon,100%
222,5,Green Falcon,Hex P10,Storm,Storm,10%
222,5,Green Falcon,Hex Q8,Storm,Storm,0%
223,40,Red Swan,Hex Q7,Harpies,Harpies,5%
223,40,Red Swan,Hex Q8,Harpies,Harpies,5%
224,45,Golden Tortoise,Hex N5,Sharks,Sharks,5%
224,45,Golden Tortoise,Hex L4,Sharks,Sharks,0%
224,45,Golden Tortoise,Hex K4,Pirates,Pirates,0%
225,25,Saucy Goose,Hex P8,Storm,Storm,15%
225,25,Saucy Goose,Hex O11,Storm,Storm,15%
226,90,Mopey Tortoise,Hex J4,Harpies,Harpies,7%
