Voyage ID,Origin Port,Date,Planned Route,Ship ID,Ship Name,Ship Type,Captain Name,Weeks Since Last Voyage,Voyage Destination,Voyage Purpose,Damage Taken
149,Hex G13,April 1407 Week 1,G13-H12-H11-H10-G9-H8-H7-I6-H5-I4-I3,84,Purple Bottom,Galleon,Seamus O'Neal,10009,Hex I3,Cargo: Magefruit,17%
150,Hex Q6,April 1407 Week 1,Q6-P7-P8-P9-P10-P11-P12-P13-Q14-P15,23,Orange Pearl,Carrack,Kelly Hogan,4,Hex P15,Cargo: Magefruit,67%
151,Hex I3,April 1407 Week 1,I3-J2-K2-K1-L1-K1-K2-J2-I3,6,Black Diamond,Galleon,Baron Friedrich von Zelig,9,Hex L1,Scouting,44%
152,Hex P15,May 1407 Week 2,P15-Q14-P13-Q12-Q11-R10-Q9-Q8-Q7-Q6,20,Golden Hind,Dhow,Conor Hogan,10,Hex Q6,Cargo: Blackwine,0%
153,Hex P15,May 1407 Week 2,P15-O15-O14-N13-M13-N14-O14-O15-P15,39,Bloody Falcon,Dhow,Baron Dietrich von Chlodwig,5,Hex M13,Fishing,0%
154,Hex G13,May 1407 Week 2,G13-H13-I13-J13-K13-L12-K13-J13-I13-H13-G13,52,Mopey Pearl,Carrack,Angus O'Neal,7,Hex L12,Scouting,30%
155,Hex Q6,May 1407 Week 2,Q6-Q5-R4-R3-R4-Q5-Q6,81,Rusty Hind,Dhow,Conall Keating,5,Hex R3,Fishing,15%
156,Hex Q6,May 1407 Week 2,Q6-P6-O6-N5-N4-M3-N3-O4-O5-P6-Q6,41,Rusty Diamond,Galleon,Angus Keating,5,Hex M3,Fishing,37%
157,Hex I3,May 1407 Week 2,I3-J3-K4-K5-L5-M5-N5-O6-P6-Q6,51,Red Diamond,Galleon,Kelly Bracken,4,Hex Q6,Cargo: Darkwood,Destroyed
158,Hex I3,May 1407 Week 2,I3-J3-K3-L4-L5-M5-N5-O5-P5-Q6,85,Bloody Diamond,Dhow,Count Emerich von Alfeldt,10009,Hex Q6,Cargo: Darkwood,45%
159,Hex I3,May 1407 Week 2,I3-J4-K4-L4-M4-N4-O4-P4-P5-Q6,45,Green Hind,Galleon,Fergus Darry,10015,Hex Q6,Cargo: Mythril,0%
160,Hex P15,May 1407 Week 3,P15-Q14-Q13-Q12-Q11-R10-Q9-Q8-Q7-Q6,2,Green Pearl,Galleon,Liam MacDougal,4,Hex Q6,Cargo: Blackwine,Destroyed
161,Hex P15,May 1407 Week 3,P15-O15-N15-M15-L15-M15-N15-O15-P15,80,Silver Falcon,Barquentine,Seamus O'Malley,8,Hex L15,Scouting,25%
162,Hex P15,May 1407 Week 3,P15-Q14-P13-P12-P11-Q10-Q9-Q8-Q7-Q6,44,Scurvy Duck,Dhow,Kelly MacArthur,4,Hex Q6,Cargo: Blackwine,0%
163,Hex G13,May 1407 Week 3,G13-H12-I12-I11-J11-K10-L10-L9-M8-M7-N6-O6-P6-Q6,94,Red Duck,Barquentine,Lord Manfred von Grolman,10003,Hex Q6,Cargo: Redstone,70%
164,Hex G13,May 1407 Week 3,G13-F13-E13-D13-C13-C14-C13-D13-E13-F13-G13,67,Saucy Heart,Carrack,Jack O'Neal,5,Hex C14,Scouting,4%
165,Hex G13,May 1407 Week 3,G13-H13-I13-J13-K12-J12-I13-H13-G13,93,Gray Tortoise,Carrack,Neil Reagan,10003,Hex K12,Scouting,0%
166,Hex G13,May 1407 Week 3,G13-H13-I13-J14-K14-L14-L15-M15-N15-O15-P15,42,Bloody Hind,Galleon,Conall O'Neal,16,Hex P15,Cargo: Redstone,10%
167,Hex Q6,May 1407 Week 3,Q6-Q5-R5-S6-S7-S8-S7-S6-R5-Q5-Q6,55,Bloody Pearl,Carrack,Brandon Sweeney,4,Hex S8,Fishing,47%
168,Hex Q6,May 1407 Week 3,Q6-P5-P4-O4-N4-M4-L4-K3-J3-I3,73,Saucy Tortoise,Carrack,Killian Aubrey,7,Hex I3,Cargo: Magefruit,60%
169,Hex I3,May 1407 Week 3,I3-J3-K4-K5-L6-M6-N6-O6-P6-Q6,62,Orange Diamond,Barquentine,Count Friedrich von Alfeldt,11,Hex Q6,Cargo: Darkwood,25%
170,Hex I3,May 1407 Week 3,I3-J4-I5-J6-I7-I8-I9-I10-H11-H12-G13,1,Rusty Swan,Barquentine,Seamus Malone,5,Hex G13,Cargo: Darkwood,Destroyed
171,Hex P15,May 1407 Week 4,P15-O15-O14-N14-M14-L14-K13-J13-I13-H13-G13,37,Mopey Hind,Carrack,Brandon Cullen,9,Hex G13,Cargo: Blackwine,Destroyed
172,Hex P15,May 1407 Week 4,P15-O15-N15-M15-L15-M15-N15-O15-P15,46,Silver Bottom,Barquentine,Neil Keating,6,Hex L15,Scouting,15%
173,Hex P15,May 1407 Week 4,P15-Q14-Q13-Q12-Q11-Q12-P13-Q14-P15,65,Black Pearl,Dhow,Sean O'Neal,9,Hex Q11,Fishing,15%
174,Hex P15,May 1407 Week 4,P15-O15-O14-N14-M14-L13-K13-J13-I13-H13-G13,7,Mopey Diamond,Carrack,Conall Flyn,12,Hex G13,Cargo: Blackwine,77%
175,Hex G13,May 1407 Week 4,G13-H12-I12-I11-J10-J9-I9-I10-H11-H12-G13,63,Saucy Pearl,Barquentine,Sean Buchanan,13,Hex J9,Scouting,30%
176,Hex Q6,May 1407 Week 4,Q6-Q7-Q8-Q9-Q10-P11-Q12-Q13-Q14-P15,95,Gray Swan,Barquentine,Lord Emerich von Reinhardt,10003,Hex P15,Cargo: Magefruit,90%
177,Hex Q6,May 1407 Week 4,Q6-P5-O5-N5-O6-P6-Q6,57,Bloody Heart,Dhow,Fergus O'Neal,7,Hex N5,Fishing,25%
178,Hex Q6,May 1407 Week 4,Q6-Q7-Q8-Q9-R10-R11-R12-Q13-Q14-P15,38,Golden Falcon,Carrack,Sean Hogan,5,Hex P15,Cargo: Scrolls,10%
179,Hex Q6,May 1407 Week 4,Q6-Q7-Q8-P9-P10-P11-Q12-Q13-Q14-P15,90,Scurvy Falcon,Barquentine,Sean Cullen,4,Hex P15,Cargo: Magefruit,15%
180,Hex I3,May 1407 Week 4,I3-I2-H2-G2-H2-I2-I3,3,Black Hind,Dhow,Erin Teague,14,Hex G2,Fishing,0%
181,Hex I3,May 1407 Week 4,I3-I4-H5-H6-G7-H6-H5-I4-I3,70,Mopey Goose,Carrack,Dyllon O'Malley,6,Hex G7,Fishing,47%
182,Hex P15,May 1407 Week 1,P15-O15-O14-N13-O14-O15-P15,17,White Pearl,Dhow,Sir Manfred von Zelig,9,Hex N13,Fishing,0%
183,Hex G13,May 1407 Week 1,G13-G12-F11-F10-E9-F10-F11-G12-G13,5,White Swan,Barquentine,Patrick Flyn,4,Hex E9,Fishing,40%
184,Hex G13,May 1407 Week 1,G13-G14-F15-G16-F15-G14-G13,47,Rusty Bottom,Dhow,Dyllon Reagan,12,Hex G16,Fishing,15%
185,Hex G13,May 1407 Week 1,G13-H13-I13-J13-K13-L14-M14-M15-N15-O15-P15,83,Orange Falcon,Galleon,Ryan MacArthur,8,Hex P15,Cargo: Redstone,34%
186,Hex G13,May 1407 Week 1,G13-H12-H11-I10-H11-H12-G13,79,Rusty Pearl,Dhow,Count Alberich von Schneider,12,Hex I10,Fishing,40%
187,Hex Q6,May 1407 Week 1,Q6-Q5-R4-R3-S2-R3-R4-Q5-Q6,61,White Tortoise,Carrack,Patrick Cullen,8,Hex S2,Fishing,40%
188,Hex Q6,May 1407 Week 1,Q6-P5-P4-O4-N4-M4-L4-K4-J3-I3,16,Gray Falcon,Dhow,Liam Teague,5,Hex I3,Cargo: Scrolls,50%
189,Hex I3,May 1407 Week 1,I3-J4-I5-J6-I7-I8-I9-I10-H11-H12-G13,97,Bloody Bottom,Barquentine,Neil MacDougal,10000,Hex G13,Cargo: Darkwood,0%
190,Hex I3,May 1407 Week 1,I3-J4-I5-I6-H7-H8-H9-H10-H11-H12-G13,35,Orange Duck,Galleon,Count Rudolf von Alfeldt,10,Hex G13,Cargo: Darkwood,80%
191,Hex I3,May 1407 Week 1,I3-I4-H5-H6-H7-I8-H9-I10-H11-H12-G13,91,Mopey Falcon,Carrack,Sir Konrad von Schonbern,7,Hex G13,Cargo: Mythril,50%
192,Hex I3,May 1407 Week 1,I3-J4-K4-L4-M4-L4-K3-J3-I3,34,Gray Bottom,Barquentine,Fergus Sweeney,10,Hex M4,Fishing,5%
193,Hex P15,June 1407 Week 2,P15-O15-N15-M15-N15-O15-P15,39,Bloody Falcon,Dhow,Baron Dietrich von Chlodwig,4,Hex M15,Fishing,60%
194,Hex P15,June 1407 Week 2,P15-O15-N15-N14-M14-L13-K13-J13-I13-H13-G13,64,Silver Diamond,Barquentine,Fergus Buchanan,12,Hex G13,Cargo: Darkwood,0%
195,Hex P15,June 1407 Week 2,P15-O15-N15-M15-M14-L13-K13-J13-I13-H13-G13,48,Purple Falcon,Galleon,Jack Flyn,6,Hex G13,Cargo: Darkwood,17%
196,Hex G13,June 1407 Week 2,G13-G12-F11-F10-F9-G8-G7-H6-H5-I4-I3,78,Orange Swan,Galleon,Count Friedrich von Zelig,6,Hex I3,Cargo: Magefruit,80%
197,Hex G13,June 1407 Week 2,G13-H13-I14-J14-J15-K15-L15-M15-N15-O15-P15,54,Red Heart,Barquentine,Conor Hogan,6,Hex P15,Cargo: Redstone,40%
198,Hex G13,June 1407 Week 2,G13-H13-I14-I15-J15-K15-L15-M15-N15-O15-P15,13,Golden Duck,Barquentine,Patrick O'Brien,9,Hex P15,Cargo: Magefruit,25%
199,Hex G13,June 1407 Week 2,G13-H13-I13-J14-K14-K15-L15-M15-N15-O15-P15,68,Golden Swan,Carrack,Baron Ulbrecht von Lundorf,6,Hex P15,Cargo: Magefruit,30%
200,Hex Q6,June 1407 Week 2,Q6-P6-O5-O4-O5-P6-Q6,81,Rusty Hind,Dhow,Conall Keating,4,Hex O4,Fishing,Destroyed
201,Hex Q6,June 1407 Week 2,Q6-Q5-R5-S6-R5-Q5-Q6,85,Bloody Diamond,Dhow,Count Emerich von Alfeldt,4,Hex S6,Fishing,15%
202,Hex Q6,June 1407 Week 2,Q6-Q5-R4-R3-R4-Q5-Q6,71,Golden Bottom,Dhow,Count Friedrich von Bismarck,6,Hex R3,Fishing,0%
203,Hex I3,June 1407 Week 2,I3-I4-H4-G4-H4-I4-I3,86,Red Pearl,Dhow,Dyllon Hogan,10011,Hex G4,Fishing,25%
204,Hex I3,June 1407 Week 2,I3-I4-I5-J6-J7-K8-K9-L10-L11-M12-M13-N13-O14-O15-P15,4,Saucy Falcon,Carrack,Baron Gerhart von Alfeldt,7,Hex P15,Cargo: Mythril,Destroyed
205,Hex P15,June 1407 Week 3,P15-O15-N15-N14-M13-M12-L11-L10-L9-L8-K7-K6-J5-J4-I3,96,Red Falcon,Barquentine,Liam Malone,10003,Hex I3,Cargo: Blackwine,30%
206,Hex P15,June 1407 Week 3,P15-Q14-Q13-R13-Q13-Q14-P15,100,Black Swan,Dhow,Baron Siegfried von Schneider,9999,Hex R13,Fishing,30%
207,Hex P15,June 1407 Week 3,P15-Q14-P13-P12-O11-O10-O11-P12-P13-Q14-P15,56,Silver Heart,Barquentine,Sir Wolfgang von Alfeldt,13,Hex O10,Scouting,15%
208,Hex G13,June 1407 Week 3,G13-H12-H11-I10-I9-I8-H7-I6-H5-I4-I3,8,Black Bottom,Carrack,Ryan O'Brien,17,Hex I3,Cargo: Magefruit,37%
209,Hex G13,June 1407 Week 3,G13-H13-I13-J14-I13-H13-G13,87,Green Swan,Dhow,Conor Darry,12,Hex J14,Fishing,0%
210,Hex Q6,June 1407 Week 3,Q6-P6-O6-N5-M5-M4-L4-K3-J3-I3,62,Orange Diamond,Barquentine,Count Friedrich von Alfeldt,4,Hex I3,Cargo: Scrolls,95%
211,Hex Q6,June 1407 Week 3,Q6-Q7-Q8-P9-Q10-Q11-Q12-P13-Q14-P15,31,Saucy Swan,Barquentine,Brandon Flyn,6,Hex P15,Cargo: Magefruit,35%
212,Hex Q6,June 1407 Week 3,Q6-P6-O5-O4-N4-M4-L4-K3-J3-I3,89,Green Bottom,Barquentine,Jack Buchanan,11,Hex I3,Cargo: Magefruit,35%
213,Hex Q6,June 1407 Week 3,Q6-P5-P4-O4-N4-M4-L4-K3-J3-I3,55,Bloody Pearl,Carrack,Brandon Sweeney,4,Hex I3,Cargo: Magefruit,57%
214,Hex I3,June 1407 Week 3,I3-J2-J1-K1-L1-M1-L1-K1-K2-J3-I3,84,Purple Bottom,Galleon,Seamus O'Neal,6,Hex M1,Fishing,67%
215,Hex I3,June 1407 Week 3,I3-J2-J1-K0-J1-J2-I3,82,Scurvy Swan,Dhow,Count Heinrich von Lundorf,11,Hex K0,Fishing,30%
216,Hex I3,June 1407 Week 3,I3-I4-H4-G4-H4-I4-I3,99,White Heart,Dhow,Lord Wilhelm von Kaulbach,10001,Hex G4,Fishing,0%
217,Hex I3,June 1407 Week 3,I3-I4-I5-J6-I7-I8-I9-I10-H11-H12-G13,73,Saucy Tortoise,Carrack,Killian Aubrey,4,Hex G13,Cargo: Mythril,30%
218,Hex P15,June 1407 Week 4,P15-O15-O14-N13-O14-O15-P15,65,Black Pearl,Dhow,Sean O'Neal,4,Hex N13,Fishing,5%
219,Hex P15,June 1407 Week 4,P15-O15-N15-N14-M13-M12-N12-N13-O14-O15-P15,46,Silver Bottom,Barquentine,Neil Keating,4,Hex M12,Fishing,5%
220,Hex P15,June 1407 Week 4,P15-O15-N15-N14-M14-L13-M14-N14-O14-O15-P15,27,Gray Hind,Carrack,Baron Ulbrecht von Kaulbach,9,Hex L13,Fishing,10%
221,Hex P15,June 1407 Week 4,P15-O15-N15-M15-L15-K15-L15-M15-N15-O15-P15,23,Orange Pearl,Carrack,Kelly Hogan,7,Hex K15,Fishing,44%
222,Hex P15,June 1407 Week 4,P15-Q14-Q13-Q12-P11-P10-P9-Q8-Q7-Q6,38,Golden Falcon,Carrack,Sean Hogan,4,Hex Q6,Transfer,4%
223,Hex G13,June 1407 Week 4,G13-G12-G11-G10-F9-G8-G7-H6-H5-I4-I3,52,Mopey Pearl,Carrack,Angus O'Neal,6,Hex I3,Cargo: Magefruit,54%
224,Hex G13,June 1407 Week 4,G13-H13-I13-J13-K14-K15-L15-M15-N15-O15-P15,7,Mopey Diamond,Carrack,Conall Flyn,4,Hex P15,Cargo: Magefruit,74%
225,Hex Q6,June 1407 Week 4,Q6-P5-P4-O4-N4-M4-N4-O4-O5-P5-Q6,41,Rusty Diamond,Galleon,Angus Keating,6,Hex M4,Fishing,64%
226,Hex Q6,June 1407 Week 4,Q6-P5-P4-O3-O2-O3-P4-P5-Q6,94,Red Duck,Barquentine,Lord Manfred von Grolman,5,Hex O2,Fishing,Destroyed
227,Hex I3,June 1407 Week 4,I3-J4-I5-J6-J7-K8-K9-L10-L11-M12-N12-N13-O14-O15-P15,70,Mopey Goose,Carrack,Dyllon O'Malley,4,Hex P15,Cargo: Mythril,24%
228,Hex I3,June 1407 Week 4,I3-J3-K3-L4-L5-M6-M7-N8-N9-O10-O11-P12-P13-Q14-P15,88,Rusty Tortoise,Carrack,Neil O'Brien,11,Hex P15,Cargo: Mythril,54%
229,Hex I3,June 1407 Week 4,I3-J4-J5-J6-J7-K8-K9-L10-L11-M11-N12-N13-O14-O15-P15,53,Saucy Duck,Galleon,Baron Wolfgang von Zelig,10021,Hex P15,Cargo: Mythril,Destroyed
230,Hex I3,June 1407 Week 4,I3-J3-K4-L4-M4-N4-N5-O5-P6-Q6,101,Purple Pearl,Galleon,Count Wolfgang von Chlodwig,10000,Hex Q6,Transfer,84%
231,Hex P15,June 1407 Week 1,P15-Q14-Q13-R12-S12-S11-S12-R13-R14-Q15-P15,75,Mopey Swan,Barquentine,Lord Karl von Chlodwig,8,Hex S11,Fishing,10%
232,Hex P15,June 1407 Week 1,P15-O15-O14-N13-N12-M12-M13-N13-O14-O15-P15,90,Scurvy Falcon,Barquentine,Sean Cullen,5,Hex M12,Fishing,15%
233,Hex P15,June 1407 Week 1,P15-Q14-P13-P12-O11-P10-P9-Q8-P7-Q6,72,Green Tortoise,Carrack,Count Wilhelm von Reinhardt,16,Hex Q6,Cargo: Darkwood,60%
234,Hex P15,June 1407 Week 1,P15-Q14-P13-P12-P11-P10-P9-Q8-P7-Q6,17,White Pearl,Dhow,Sir Manfred von Zelig,4,Hex Q6,Transfer,10%
235,Hex G13,June 1407 Week 1,G13-H13-I13-J14-K14-K15-L15-M15-N15-O15-P15,103,Purple Goose,Barquentine,Liam Reagan,9999,Hex P15,Cargo: Magefruit,Destroyed
236,Hex G13,June 1407 Week 1,G13-H13-I13-J13-K14-L14-L15-M15-N15-O15-P15,97,Bloody Bottom,Barquentine,Neil MacDougal,4,Hex P15,Cargo: Redstone,25%
237,Hex G13,June 1407 Week 1,G13-H13-I13-J13-K13-L13-K13-J13-I13-H13-G13,58,Green Duck,Galleon,Bryan Buchanan,20,Hex L13,Scouting,4%
238,Hex Q6,June 1407 Week 1,Q6-P6-O6-N5-N4-M4-L4-K4-J3-I3,57,Bloody Heart,Dhow,Fergus O'Neal,5,Hex I3,Cargo: Magefruit,0%
239,Hex Q6,June 1407 Week 1,Q6-P7-Q8-P9-Q10-Q9-Q8-P7-Q6,61,White Tortoise,Carrack,Patrick Cullen,4,Hex Q10,Scouting,0%
240,Hex Q6,June 1407 Week 1,Q6-P7-O7-N7-N8-M8-L9-L10-K11-J11-I11-I12-H13-G13,45,Green Hind,Galleon,Fergus Darry,7,Hex G13,Cargo: Scrolls,50%
241,Hex Q6,June 1407 Week 1,Q6-P7-P8-P9-Q10-Q11-Q12-P13-Q14-P15,20,Golden Hind,Dhow,Conor Hogan,7,Hex P15,Cargo: Magefruit,0%
242,Hex I3,June 1407 Week 1,I3-J3-K4-K5-L6-M6-N6-O6-P6-Q6,6,Black Diamond,Galleon,Baron Friedrich von Zelig,8,Hex Q6,Cargo: Darkwood,30%
243,Hex I3,June 1407 Week 1,I3-J3-K4-L4-L5-M5-N5-O6-P6-Q6,33,Scurvy Bottom,Galleon,Baron Karl von Reinhardt,8,Hex Q6,Cargo: Darkwood,47%
244,Hex I3,June 1407 Week 1,I3-I4-H5-H6-G7-G8-G9-G10-F11-G12-G13,102,Purple Diamond,Galleon,Baron Manfred von Kaulbach,9999,Hex G13,Cargo: Mythril,37%
245,Hex I3,June 1407 Week 1,I3-J4-J5-K6-L6-M6-N6-O6-P6-Q6,34,Gray Bottom,Barquentine,Fergus Sweeney,4,Hex Q6,Cargo: Mythril,25%
246,Hex P15,July 1407 Week 2,P15-Q14-Q13-Q12-Q11-R10-Q9-Q8-Q7-Q6,59,Orange Bottom,Barquentine,Conor Darry,12,Hex Q6,Cargo: Blackwine,80%
247,Hex P15,July 1407 Week 2,P15-O15-N15-M15-L15-M15-N15-O15-P15,104,White Diamond,Dhow,Erin Keating,9999,Hex L15,Scouting,20%
248,Hex P15,July 1407 Week 2,P15-O15-O16-N16-M16-M15-N15-O15-P15,11,White Hind,Galleon,Sir Ulbrecht von Bismarck,10,Hex M16,Scouting,0%
249,Hex P15,July 1407 Week 2,P15-O15-N15-M15-N15-O15-P15,39,Bloody Falcon,Dhow,Baron Dietrich von Chlodwig,4,Hex M15,Fishing,50%
250,Hex G13,July 1407 Week 2,G13-H13-I12-J12-K12-J12-I12-H13-G13,63,Saucy Pearl,Barquentine,Sean Buchanan,6,Hex K12,Scouting,10%
251,Hex G13,July 1407 Week 2,G13-H13-I13-J14-I14-H13-G13,79,Rusty Pearl,Dhow,Count Alberich von Schneider,5,Hex J14,Fishing,20%
252,Hex Q6,July 1407 Week 2,Q6-P7-Q8-Q9-R9-Q9-Q8-P7-Q6,85,Bloody Diamond,Dhow,Count Emerich von Alfeldt,4,Hex R9,Fishing,10%
253,Hex Q6,July 1407 Week 2,Q6-P6-O5-O4-N3-O4-P4-P5-Q6,26,Silver Goose,Barquentine,Fergus Callahan,11,Hex N3,Scouting,10%
254,Hex I3,July 1407 Week 2,I3-I2-H1-G1-F1-G2-H2-I2-I3,22,Purple Heart,Galleon,Patrick Flyn,10,Hex F1,Fishing,24%
255,Hex I3,July 1407 Week 2,I3-I4-H5-H6-H7-H8-G9-H10-H11-H12-G13,78,Orange Swan,Galleon,Count Friedrich von Zelig,4,Hex G13,Cargo: Darkwood,64%
256,Hex P15,July 1407 Week 3,P15-O15-N15-N14-M14-L13-K13-J13-I13-H13-G13,42,Bloody Hind,Galleon,Conall O'Neal,8,Hex G13,Cargo: Blackwine,27%
257,Hex P15,July 1407 Week 3,P15-Q14-R14-S14-R14-Q15-P15,100,Black Swan,Dhow,Baron Siegfried von Schneider,4,Hex S14,Fishing,55%
258,Hex G13,July 1407 Week 3,G13-H12-I12-J12-I12-H13-G13,36,Black Falcon,Dhow,Lord Alberich von Grolman,13,Hex J12,Fishing,Destroyed
259,Hex G13,July 1407 Week 3,G13-H12-H11-I10-I9-I10-H11-H12-G13,5,White Swan,Barquentine,Patrick Flyn,6,Hex I9,Fishing,Destroyed
260,Hex G13,July 1407 Week 3,G13-F13-E13-E14-D15-C15-D15-E14-F14-G14-G13,48,Purple Falcon,Galleon,Jack Flyn,5,Hex C15,Fishing,4%
261,Hex Q6,July 1407 Week 3,Q6-P7-O7-N7-M7-L7-K7-K8-J9-J10-I10-H11-H12-G13,32,Mopey Bottom,Carrack,Brandon O'Connell,13,Hex G13,Cargo: Scrolls,37%
262,Hex Q6,July 1407 Week 3,Q6-P6-O7-N7-M7-N7-O7-P7-Q6,44,Scurvy Duck,Dhow,Kelly MacArthur,8,Hex M7,Scouting,25%
263,Hex Q6,July 1407 Week 3,Q6-P5-Q4-Q3-Q2-P3-Q4-Q5-Q6,71,Golden Bottom,Dhow,Count Friedrich von Bismarck,5,Hex Q2,Scouting,20%
264,Hex I3,July 1407 Week 3,I3-I2-H1-H0-G0-F0-G0-H0-H1-I2-I3,84,Purple Bottom,Galleon,Seamus O'Neal,4,Hex F0,Fishing,Destroyed
265,Hex I3,July 1407 Week 3,I3-I4-I5-I6-H7-I8-H9-I10-H11-H12-G13,89,Green Bottom,Barquentine,Jack Buchanan,4,Hex G13,Cargo: Mythril,0%
266,Hex P15,July 1407 Week 4,P15-Q14-Q13-R12-R11-S10-R11-R12-Q13-Q14-P15,83,Orange Falcon,Galleon,Ryan MacArthur,7,Hex S10,Fishing,37%
267,Hex P15,July 1407 Week 4,P15-Q14-Q13-R12-S12-S11-S12-R12-Q13-Q14-P15,106,Purple Hind,Galleon,Ryan O'Connell,9999,Hex S11,Fishing,40%
268,Hex G13,July 1407 Week 4,G13-H12-I12-I11-J10-K10-K9-L8-L7-M7-N7-O7-P6-Q6,35,Orange Duck,Galleon,Count Rudolf von Alfeldt,7,Hex Q6,Cargo: Redstone,64%
269,Hex G13,July 1407 Week 4,G13-H12-I12-I11-J10-J9-I9-I10-H11-H12-G13,76,Gray Diamond,Carrack,Neil Malone,23,Hex J9,Fishing,80%
270,Hex G13,July 1407 Week 4,G13-H13-I13-J14-J15-I15-I14-H13-G13,49,Red Bottom,Carrack,Liam O'Connell,13,Hex J15,Scouting,0%
271,Hex G13,July 1407 Week 4,G13-G12-F11-G10-F9-G8-G7-H6-H5-I4-I3,18,Golden Tortoise,Galleon,Patrick Blake,13,Hex I3,Cargo: Redstone,44%
273,Hex Q6,July 1407 Week 4,Q6-P5-O5-O4-N3-O4-P4-P5-Q6,41,Rusty Diamond,Galleon,Angus Keating,4,Hex N3,Fishing,50%
274,Hex Q6,July 1407 Week 4,Q6-Q7-Q8-Q9-R10-R11-R10-Q9-Q8-Q7-Q6,101,Purple Pearl,Galleon,Count Wolfgang von Chlodwig,4,Hex R11,Scouting,80%
276,Hex I3,July 1407 Week 4,I3-I4-I5-I6-H7-I8-I9-I10-H11-H12-G13,98,Bloody Tortoise,Carrack,Baron Ernst von Bismarck,10007,Hex G13,Cargo: Darkwood,4%
277,Hex I3,July 1407 Week 4,I3-I4-I5-J6-J7-K8-J7-J6-J5-J4-I3,96,Red Falcon,Barquentine,Liam Malone,5,Hex K8,Fishing,25%
278,Hex I3,July 1407 Week 4,I3-I2-I1-J0-I1-I2-I3,16,Gray Falcon,Dhow,Liam Teague,7,Hex J0,Fishing,55%
279,Hex I3,July 1407 Week 4,I3-J3-K3-L4-L5-M5-M4-L4-K4-J4-I3,62,Orange Diamond,Barquentine,Count Friedrich von Alfeldt,5,Hex M5,Scouting,50%
280,Hex P15,July 1407 Week 1,P15-O15-O14-N13-O12-N13-O14-O15-P15,7,Mopey Diamond,Carrack,Conall Flyn,5,Hex O12,Scouting,57%
281,Hex P15,July 1407 Week 1,P15-Q14-P13-Q12-P11-Q10-Q9-Q8-P7-Q6,13,Golden Duck,Barquentine,Patrick O'Brien,7,Hex Q6,Cargo: Darkwood,25%
282,Hex P15,July 1407 Week 1,P15-Q14-Q13-Q12-Q11-R10-Q9-Q8-Q7-Q6,80,Silver Falcon,Barquentine,Seamus O'Malley,10,Hex Q6,Cargo: Blackwine,40%
283,Hex G13,July 1407 Week 1,G13-H13-I13-J14-K14-K15-L15-M15-N15-O15-P15,64,Silver Diamond,Barquentine,Fergus Buchanan,7,Hex P15,Cargo: Magefruit,5%
284,Hex G13,July 1407 Week 1,G13-G14-F15-F16-F15-G14-G13,47,Rusty Bottom,Dhow,Dyllon Reagan,8,Hex F16,Fishing,0%
285,Hex G13,July 1407 Week 1,G13-G14-F14-E14-E13-F13-G13,87,Green Swan,Dhow,Conor Darry,6,Hex E14,Fishing,10%
286,Hex Q6,July 1407 Week 1,Q6-Q7-Q8-P9-Q10-Q11-Q12-P13-Q14-P15,17,White Pearl,Dhow,Sir Manfred von Zelig,4,Hex P15,Cargo: Magefruit,10%
287,Hex Q6,July 1407 Week 1,Q6-P5-O5-O4-N3-O3-P4-P5-Q6,105,Bloody Duck,Galleon,Patrick Buchanan,10000,Hex N3,Scouting,0%
288,Hex Q6,July 1407 Week 1,Q6-P7-Q8-P9-Q10-P9-P8-P7-Q6,72,Green Tortoise,Carrack,Count Wilhelm von Reinhardt,4,Hex Q10,Fishing,67%
289,Hex I3,July 1407 Week 1,I3-J3-K2-K1-L0-K0-J1-J2-I3,77,White Duck,Carrack,Seamus Darry,13,Hex L0,Scouting,0%
290,Hex P15,August 1407 Week 2,P15-O15-N15-M15-M14-N14-O14-O15-P15,23,Orange Pearl,Carrack,Kelly Hogan,6,Hex M14,Scouting,0%
291,Hex P15,August 1407 Week 2,P15-Q15-R14-R13-S12-R12-Q13-Q14-P15,39,Bloody Falcon,Dhow,Baron Dietrich von Chlodwig,4,Hex S12,Scouting,60%
292,Hex G13,August 1407 Week 2,G13-H12-G11-G10-F9-G8-G7-H6-H5-I4-I3,93,Gray Tortoise,Carrack,Neil Reagan,11,Hex I3,Cargo: Magefruit,44%
293,Hex Q6,August 1407 Week 2,Q6-Q5-R4-S4-S3-S4-R5-Q5-Q6,6,Black Diamond,Galleon,Baron Friedrich von Zelig,5,Hex S3,Fishing,24%
294,Hex Q6,August 1407 Week 2,Q6-Q5-R5-S6-R5-Q5-Q6,85,Bloody Diamond,Dhow,Count Emerich von Alfeldt,4,Hex S6,Fishing,25%
295,Hex I3,August 1407 Week 2,I3-J2-K2-K1-L0-K1-J1-J2-I3,52,Mopey Pearl,Carrack,Angus O'Neal,6,Hex L0,Scouting,27%
296,Hex I3,August 1407 Week 2,I3-J3-K3-L4-M4-N4-M4-L4-K3-J3-I3,22,Purple Heart,Galleon,Patrick Flyn,4,Hex N4,Scouting,30%
297,Hex I3,August 1407 Week 2,I3-I4-H5-H6-G7-H8-G9-G10-F11-G12-G13,55,Bloody Pearl,Carrack,Brandon Sweeney,7,Hex G13,Cargo: Mythril,74%
